order_id,date,time,Days,Months
326,1/6/2015,13:10:13,Tue,Jan
327,1/6/2015,13:10:54,Tue,Jan
328,1/6/2015,13:16:35,Tue,Jan
329,1/6/2015,13:22:44,Tue,Jan
330,1/6/2015,13:27:11,Tue,Jan
331,1/6/2015,13:43:30,Tue,Jan
332,1/6/2015,14:12:01,Tue,Jan
333,1/6/2015,14:16:36,Tue,Jan
334,1/6/2015,14:24:18,Tue,Jan
335,1/6/2015,14:24:47,Tue,Jan
336,1/6/2015,14:51:41,Tue,Jan
337,1/6/2015,15:03:12,Tue,Jan
338,1/6/2015,15:18:26,Tue,Jan
339,1/6/2015,15:25:13,Tue,Jan
340,1/6/2015,15:35:32,Tue,Jan
341,1/6/2015,15:35:47,Tue,Jan
342,1/6/2015,15:44:12,Tue,Jan
343,1/6/2015,15:45:37,Tue,Jan
344,1/6/2015,16:01:11,Tue,Jan
345,1/6/2015,16:01:47,Tue,Jan
346,1/6/2015,16:30:00,Tue,Jan
347,1/6/2015,16:37:17,Tue,Jan
348,1/6/2015,16:49:12,Tue,Jan
349,1/6/2015,17:25:58,Tue,Jan
350,1/6/2015,17:37:05,Tue,Jan
351,1/6/2015,17:37:29,Tue,Jan
352,1/6/2015,17:45:48,Tue,Jan
353,1/6/2015,17:59:48,Tue,Jan
354,1/6/2015,18:01:44,Tue,Jan
355,1/6/2015,18:14:45,Tue,Jan
356,1/6/2015,18:16:05,Tue,Jan
357,1/6/2015,18:27:58,Tue,Jan
358,1/6/2015,18:30:12,Tue,Jan
359,1/6/2015,18:33:08,Tue,Jan
360,1/6/2015,18:50:38,Tue,Jan
361,1/6/2015,19:12:38,Tue,Jan
362,1/6/2015,19:13:36,Tue,Jan
363,1/6/2015,19:20:31,Tue,Jan
364,1/6/2015,19:27:24,Tue,Jan
365,1/6/2015,19:37:26,Tue,Jan
366,1/6/2015,20:04:20,Tue,Jan
367,1/6/2015,20:05:12,Tue,Jan
368,1/6/2015,20:28:16,Tue,Jan
369,1/6/2015,20:30:06,Tue,Jan
370,1/6/2015,21:02:30,Tue,Jan
371,1/6/2015,21:15:20,Tue,Jan
372,1/6/2015,22:26:59,Tue,Jan
373,1/7/2015,11:45:18,Wed,Jan
374,1/7/2015,11:55:59,Wed,Jan
375,1/7/2015,11:58:36,Wed,Jan
376,1/7/2015,12:01:17,Wed,Jan
377,1/7/2015,12:03:18,Wed,Jan
378,1/7/2015,12:19:37,Wed,Jan
379,1/7/2015,12:25:37,Wed,Jan
380,1/7/2015,12:32:10,Wed,Jan
381,1/7/2015,12:33:06,Wed,Jan
382,1/7/2015,12:33:07,Wed,Jan
383,1/7/2015,12:43:59,Wed,Jan
384,1/7/2015,12:51:46,Wed,Jan
385,1/7/2015,12:54:19,Wed,Jan
386,1/7/2015,12:58:16,Wed,Jan
387,1/7/2015,13:03:14,Wed,Jan
388,1/7/2015,13:04:56,Wed,Jan
389,1/7/2015,13:10:17,Wed,Jan
390,1/7/2015,13:15:32,Wed,Jan
391,1/7/2015,13:25:31,Wed,Jan
392,1/7/2015,13:36:47,Wed,Jan
393,1/7/2015,13:48:31,Wed,Jan
394,1/7/2015,14:02:18,Wed,Jan
395,1/7/2015,14:11:08,Wed,Jan
396,1/7/2015,14:12:21,Wed,Jan
397,1/7/2015,14:31:10,Wed,Jan
398,1/7/2015,14:56:26,Wed,Jan
399,1/7/2015,15:47:49,Wed,Jan
400,1/7/2015,16:03:07,Wed,Jan
401,1/7/2015,16:08:35,Wed,Jan
402,1/7/2015,16:24:46,Wed,Jan
403,1/7/2015,16:26:10,Wed,Jan
404,1/7/2015,16:39:27,Wed,Jan
405,1/7/2015,16:44:16,Wed,Jan
406,1/7/2015,16:50:49,Wed,Jan
407,1/7/2015,16:56:42,Wed,Jan
408,1/7/2015,17:09:09,Wed,Jan
409,1/7/2015,17:15:04,Wed,Jan
410,1/7/2015,17:33:49,Wed,Jan
411,1/7/2015,17:58:09,Wed,Jan
412,1/7/2015,18:07:46,Wed,Jan
413,1/7/2015,18:11:32,Wed,Jan
414,1/7/2015,18:13:22,Wed,Jan
415,1/7/2015,18:16:23,Wed,Jan
416,1/7/2015,18:17:42,Wed,Jan
417,1/7/2015,18:24:40,Wed,Jan
418,1/7/2015,18:40:11,Wed,Jan
419,1/7/2015,19:02:31,Wed,Jan
420,1/7/2015,19:04:40,Wed,Jan
421,1/7/2015,19:21:58,Wed,Jan
422,1/7/2015,19:30:25,Wed,Jan
423,1/7/2015,19:45:07,Wed,Jan
424,1/7/2015,20:01:28,Wed,Jan
425,1/7/2015,20:21:19,Wed,Jan
426,1/7/2015,20:25:45,Wed,Jan
427,1/7/2015,21:49:00,Wed,Jan
428,1/7/2015,22:05:00,Wed,Jan
429,1/7/2015,22:16:53,Wed,Jan
430,1/7/2015,22:46:13,Wed,Jan
431,1/8/2015,11:17:13,Thu,Jan
432,1/8/2015,11:39:07,Thu,Jan
433,1/8/2015,11:49:50,Thu,Jan
434,1/8/2015,11:54:14,Thu,Jan
435,1/8/2015,12:06:09,Thu,Jan
436,1/8/2015,12:07:21,Thu,Jan
437,1/8/2015,12:07:54,Thu,Jan
438,1/8/2015,12:08:38,Thu,Jan
439,1/8/2015,12:13:08,Thu,Jan
440,1/8/2015,12:16:34,Thu,Jan
441,1/8/2015,12:16:58,Thu,Jan
442,1/8/2015,12:28:49,Thu,Jan
443,1/8/2015,12:34:20,Thu,Jan
444,1/8/2015,12:40:05,Thu,Jan
445,1/8/2015,12:57:39,Thu,Jan
446,1/8/2015,12:58:01,Thu,Jan
447,1/8/2015,13:02:00,Thu,Jan
448,1/8/2015,13:03:34,Thu,Jan
449,1/8/2015,13:04:15,Thu,Jan
450,1/8/2015,13:07:53,Thu,Jan
451,1/8/2015,13:19:06,Thu,Jan
452,1/8/2015,13:24:11,Thu,Jan
453,1/8/2015,13:27:14,Thu,Jan
454,1/8/2015,13:31:40,Thu,Jan
455,1/8/2015,13:39:14,Thu,Jan
456,1/8/2015,13:47:53,Thu,Jan
457,1/8/2015,13:59:04,Thu,Jan
458,1/8/2015,14:00:05,Thu,Jan
459,1/8/2015,14:14:02,Thu,Jan
460,1/8/2015,14:19:58,Thu,Jan
461,1/8/2015,14:21:19,Thu,Jan
462,1/8/2015,14:38:41,Thu,Jan
463,1/8/2015,14:40:28,Thu,Jan
464,1/8/2015,14:49:01,Thu,Jan
465,1/8/2015,14:55:23,Thu,Jan
466,1/8/2015,15:30:10,Thu,Jan
467,1/8/2015,15:33:13,Thu,Jan
468,1/8/2015,15:36:12,Thu,Jan
469,1/8/2015,15:37:18,Thu,Jan
470,1/8/2015,15:49:13,Thu,Jan
471,1/8/2015,16:20:26,Thu,Jan
472,1/8/2015,16:29:50,Thu,Jan
473,1/8/2015,16:41:27,Thu,Jan
474,1/8/2015,16:47:48,Thu,Jan
475,1/8/2015,17:15:17,Thu,Jan
476,1/8/2015,17:27:56,Thu,Jan
477,1/8/2015,17:30:04,Thu,Jan
478,1/8/2015,17:35:56,Thu,Jan
479,1/8/2015,17:37:03,Thu,Jan
480,1/8/2015,17:41:31,Thu,Jan
481,1/8/2015,17:41:37,Thu,Jan
482,1/8/2015,17:52:42,Thu,Jan
483,1/8/2015,17:54:05,Thu,Jan
484,1/8/2015,18:02:54,Thu,Jan
485,1/8/2015,18:07:31,Thu,Jan
486,1/8/2015,18:15:08,Thu,Jan
487,1/8/2015,18:30:16,Thu,Jan
488,1/8/2015,18:46:02,Thu,Jan
489,1/8/2015,18:48:43,Thu,Jan
490,1/8/2015,18:49:24,Thu,Jan
491,1/8/2015,19:01:12,Thu,Jan
492,1/8/2015,19:06:21,Thu,Jan
493,1/8/2015,19:31:47,Thu,Jan
494,1/8/2015,19:38:40,Thu,Jan
495,1/8/2015,19:42:52,Thu,Jan
496,1/8/2015,19:46:18,Thu,Jan
497,1/8/2015,19:49:26,Thu,Jan
498,1/8/2015,20:02:25,Thu,Jan
499,1/8/2015,21:10:46,Thu,Jan
500,1/8/2015,21:46:49,Thu,Jan
501,1/8/2015,21:51:31,Thu,Jan
502,1/8/2015,22:26:08,Thu,Jan
503,1/9/2015,11:16:21,Fri,Jan
504,1/9/2015,11:48:18,Fri,Jan
505,1/9/2015,11:55:10,Fri,Jan
506,1/9/2015,12:02:09,Fri,Jan
507,1/9/2015,12:06:03,Fri,Jan
508,1/9/2015,12:13:32,Fri,Jan
509,1/9/2015,12:13:58,Fri,Jan
510,1/9/2015,12:15:03,Fri,Jan
511,1/9/2015,12:18:21,Fri,Jan
512,1/9/2015,12:19:24,Fri,Jan
513,1/9/2015,12:22:48,Fri,Jan
514,1/9/2015,12:26:47,Fri,Jan
515,1/9/2015,13:07:37,Fri,Jan
516,1/9/2015,13:09:09,Fri,Jan
517,1/9/2015,13:09:11,Fri,Jan
518,1/9/2015,13:11:25,Fri,Jan
519,1/9/2015,13:15:20,Fri,Jan
520,1/9/2015,13:22:33,Fri,Jan
521,1/9/2015,13:43:07,Fri,Jan
522,1/9/2015,14:09:33,Fri,Jan
523,1/9/2015,14:42:14,Fri,Jan
524,1/9/2015,14:51:35,Fri,Jan
525,1/9/2015,15:08:46,Fri,Jan
526,1/9/2015,15:10:13,Fri,Jan
527,1/9/2015,15:23:37,Fri,Jan
528,1/9/2015,15:27:21,Fri,Jan
529,1/9/2015,15:31:01,Fri,Jan
530,1/9/2015,15:43:01,Fri,Jan
531,1/9/2015,15:58:10,Fri,Jan
532,1/9/2015,16:14:28,Fri,Jan
533,1/9/2015,16:28:43,Fri,Jan
534,1/9/2015,16:43:32,Fri,Jan
535,1/9/2015,17:08:47,Fri,Jan
536,1/9/2015,17:18:50,Fri,Jan
537,1/9/2015,17:23:52,Fri,Jan
538,1/9/2015,17:44:04,Fri,Jan
539,1/9/2015,17:51:34,Fri,Jan
540,1/9/2015,17:52:41,Fri,Jan
541,1/9/2015,18:07:47,Fri,Jan
542,1/9/2015,18:08:06,Fri,Jan
543,1/9/2015,18:23:59,Fri,Jan
544,1/9/2015,18:31:04,Fri,Jan
545,1/9/2015,18:46:28,Fri,Jan
546,1/9/2015,18:47:27,Fri,Jan
547,1/9/2015,18:49:23,Fri,Jan
548,1/9/2015,19:06:09,Fri,Jan
549,1/9/2015,19:06:34,Fri,Jan
550,1/9/2015,19:12:59,Fri,Jan
551,1/9/2015,19:26:24,Fri,Jan
552,1/9/2015,19:31:25,Fri,Jan
553,1/9/2015,20:14:47,Fri,Jan
554,1/9/2015,20:15:51,Fri,Jan
555,1/9/2015,20:18:25,Fri,Jan
556,1/9/2015,20:23:12,Fri,Jan
557,1/9/2015,20:30:06,Fri,Jan
558,1/9/2015,20:51:10,Fri,Jan
559,1/9/2015,21:10:16,Fri,Jan
560,1/9/2015,21:13:48,Fri,Jan
561,1/9/2015,21:47:56,Fri,Jan
562,1/9/2015,22:04:05,Fri,Jan
563,1/9/2015,22:19:03,Fri,Jan
564,1/9/2015,22:32:32,Fri,Jan
565,1/10/2015,12:11:19,Sat,Jan
566,1/10/2015,12:21:19,Sat,Jan
567,1/10/2015,12:27:47,Sat,Jan
568,1/10/2015,12:28:53,Sat,Jan
569,1/10/2015,12:37:10,Sat,Jan
570,1/10/2015,13:13:59,Sat,Jan
571,1/10/2015,13:14:47,Sat,Jan
572,1/10/2015,13:15:32,Sat,Jan
573,1/10/2015,13:39:33,Sat,Jan
574,1/10/2015,13:40:54,Sat,Jan
575,1/10/2015,13:41:04,Sat,Jan
576,1/10/2015,13:44:22,Sat,Jan
577,1/10/2015,13:45:00,Sat,Jan
578,1/10/2015,13:48:49,Sat,Jan
579,1/10/2015,13:51:19,Sat,Jan
580,1/10/2015,13:56:01,Sat,Jan
581,1/10/2015,14:13:01,Sat,Jan
582,1/10/2015,14:24:14,Sat,Jan
583,1/10/2015,14:33:19,Sat,Jan
584,1/10/2015,15:05:29,Sat,Jan
585,1/10/2015,15:58:42,Sat,Jan
586,1/10/2015,16:09:57,Sat,Jan
587,1/10/2015,16:32:36,Sat,Jan
588,1/10/2015,16:33:36,Sat,Jan
589,1/10/2015,17:12:39,Sat,Jan
590,1/10/2015,17:23:39,Sat,Jan
591,1/10/2015,17:32:54,Sat,Jan
592,1/10/2015,17:41:55,Sat,Jan
593,1/10/2015,17:48:57,Sat,Jan
594,1/10/2015,17:50:19,Sat,Jan
595,1/10/2015,18:12:28,Sat,Jan
596,1/10/2015,18:24:07,Sat,Jan
597,1/10/2015,18:32:36,Sat,Jan
598,1/10/2015,18:34:14,Sat,Jan
599,1/10/2015,18:34:27,Sat,Jan
600,1/10/2015,18:53:52,Sat,Jan
601,1/10/2015,18:58:19,Sat,Jan
602,1/10/2015,19:02:27,Sat,Jan
603,1/10/2015,19:03:11,Sat,Jan
604,1/10/2015,19:13:29,Sat,Jan
605,1/10/2015,19:23:51,Sat,Jan
606,1/10/2015,19:27:18,Sat,Jan
607,1/10/2015,19:36:16,Sat,Jan
